bit_num,problem,mode,seed,Objective value,Solving time,num_generators
3,300,scip_no_symmetry,0,-39046166228,3140.943329,0
3,300,scip_no_symmetry,1,-39046085269,3600.014552,0
3,300,scip_no_symmetry,2,-39046153840,1573.769975,0
3,300,scip_no_symmetry,3,-39046137215,1384.209168,0
3,300,scip_no_symmetry,4,-39046091430,3600.00985,0
3,301,scip_no_symmetry,0,-44362570119,84.265734,0
3,301,scip_no_symmetry,1,-44362530818,81.959193,0
3,301,scip_no_symmetry,2,-44362538207,78.890787,0
3,301,scip_no_symmetry,3,-44362536668,88.718695,0
3,301,scip_no_symmetry,4,-44362536668,88.884467,0
3,302,scip_no_symmetry,0,-46204831801,160.492156,0
3,302,scip_no_symmetry,1,-46204831801,131.52777,0
3,302,scip_no_symmetry,2,-46204831801,139.301197,0
3,302,scip_no_symmetry,3,-46204831801,155.722069,0
3,302,scip_no_symmetry,4,-46204831801,137.390877,0
3,303,scip_no_symmetry,0,-43764082476,3600.038302,0
3,303,scip_no_symmetry,1,-43764113319,3600.003319,0
3,303,scip_no_symmetry,2,-43764014868,3600.010667,0
3,303,scip_no_symmetry,3,-43764059937,3600.004387,0
3,303,scip_no_symmetry,4,-43764036534,3600.009816,0
3,304,scip_no_symmetry,0,-43576479482,74.275518,0
3,304,scip_no_symmetry,1,-43576479482,79.101059,0
3,304,scip_no_symmetry,2,-43576479482,74.052079,0
3,304,scip_no_symmetry,3,-43576459310,77.748832,0
3,304,scip_no_symmetry,4,-43576479482,75.063097,0
3,305,scip_no_symmetry,0,-41277381691,227.061839,0
3,305,scip_no_symmetry,1,-41277363356,237.838042,0
3,305,scip_no_symmetry,2,-41277382076,235.549535,0
3,305,scip_no_symmetry,3,-41277379283,241.267096,0
3,305,scip_no_symmetry,4,-41277381299,225.408407,0
3,306,scip_no_symmetry,0,-41656774998,78.505341,0
3,306,scip_no_symmetry,1,-41656774998,75.267374,0
3,306,scip_no_symmetry,2,-41656774998,74.690153,0
3,306,scip_no_symmetry,3,-41656774998,73.209649,0
3,306,scip_no_symmetry,4,-41656780171,78.449568,0
3,307,scip_no_symmetry,0,-43049870515,77.020027,0
