bit_num,problem,mode,seed,Objective value,Solving time,num_generators
5,200,scip,0,916764740,11.126124,23
5,200,scip,1,916348770,11.382994,23
5,200,scip,2,916065170,11.262339,23
5,200,scip,3,915760950,11.71799,23
5,200,scip,4,916114710,12.026705,23
5,201,scip,0,879454000,3600.002685,29
5,201,scip,1,879535000,3600.002222,29
5,201,scip,2,879375000,3600.001806,29
5,201,scip,3,879719000,3600.00359,29
5,201,scip,4,879370000,3600.001116,29
5,202,scip,0,880089042,3600.004392,38
5,202,scip,1,879568924,3600.005576,38
5,202,scip,2,879606376,3600.000738,38
5,202,scip,3,880400213,3600.000868,38
5,202,scip,4,879502092,3600.006462,38
5,203,scip,0,861900000,3600.007453,192
5,203,scip,1,861900000,3600.003221,192
5,203,scip,2,861900000,3600.006664,192
5,203,scip,3,861900000,3600.085345,192
5,203,scip,4,861900000,3600.006723,192
5,204,scip,0,831618322,3600.000747,294
5,204,scip,1,831668173,3600.000602,294
5,204,scip,2,831731639,3600.000633,294
5,204,scip,3,832196110,3600.000571,294
5,204,scip,4,831742617,3600.003225,294
5,205,scip,0,829137000,1690.691955,323
5,205,scip,1,829088000,2729.942365,323
5,205,scip,2,829253000,2346.692398,323
5,205,scip,3,829692000,3233.118518,323
5,205,scip,4,829714000,3600.000677,323
5,206,scip,0,829704060,3600.001826,311
5,206,scip,1,829841470,3600.001867,311
5,206,scip,2,829438700,3600.002722,311
5,206,scip,3,829897670,3600.000786,311
5,206,scip,4,829654030,3600.000964,311
5,207,scip,0,818700000,3600.000672,725
5,207,scip,1,818700000,3600.00108,725
5,207,scip,2,818700000,3600.000603,725
5,207,scip,3,818700000,3600.001039,725
5,207,scip,4,818700000,3600.000392,725
5,208,scip,0,1066695570,61.089454,10
5,208,scip,1,1067330550,46.591771,10
5,208,scip,2,1067435820,43.650609,10
5,208,scip,3,1067045700,60.873905,10
5,208,scip,4,1067831540,46.542008,10
5,209,scip,0,1016714000,66.10951,7
5,209,scip,1,1016999000,86.742597,7
5,209,scip,2,1016166000,81.147653,7
5,209,scip,3,1016617000,58.201348,7
5,209,scip,4,1016649000,61.836187,7
5,210,scip,0,1017390088,127.069858,9
5,210,scip,1,1018841610,43.205693,9
5,210,scip,2,1017766176,66.443287,9
5,210,scip,3,1018964395,48.824997,9
5,210,scip,4,1017943204,122.623273,9
5,211,scip,0,975200000,3600.02327,112
5,211,scip,1,975200000,3600.022001,112
5,211,scip,2,975200000,3600.011308,112
5,211,scip,3,975200000,3600.023122,112
5,211,scip,4,975200000,3600.026406,112
5,212,scip,0,1317167000,383.341579,7
5,212,scip,1,1317346000,186.246072,7
5,212,scip,2,1317621000,210.965183,7
5,212,scip,3,1317759000,178.338308,7
5,212,scip,4,1317954000,165.752515,7
5,213,scip,0,1316390240,331.700135,1
5,213,scip,1,1316518850,325.404896,1
5,213,scip,2,1316742980,176.261082,1
5,213,scip,3,1317054470,192.512997,1
5,213,scip,4,1316696020,162.938804,1
5,214,scip,0,1140000000,3600.03045,64
5,214,scip,1,1140000000,3600.023691,64
5,214,scip,2,1140000000,3600.398168,64
5,214,scip,3,1140000000,3600.006511,64
5,214,scip,4,1140000000,3600.202698,64
5,215,scip,0,1152281946,3600.168033,3
5,215,scip,1,1151575012,3600.008249,3
5,215,scip,2,1151994861,3600.095508,3
5,215,scip,3,1152007061,3600.212725,3
5,215,scip,4,1152201757,3600.034577,3
5,216,scip,0,867912140,3600.00198,77
5,216,scip,1,868062800,3600.001189,77
5,216,scip,2,868113740,3600.001073,77
5,216,scip,3,867814110,3600.001454,77
5,216,scip,4,867098550,586.385762,77
5,217,scip,0,848957000,3600.001292,67
5,217,scip,1,849296000,3600.002052,67
5,217,scip,2,848854000,3600.004241,67
5,217,scip,3,848556000,3600.00464,67
5,217,scip,4,849325000,3600.001716,67
5,218,scip,0,845063921,3600.001682,80
5,218,scip,1,845300920,3600.00192,80
5,218,scip,2,845826492,3600.00785,80
5,218,scip,3,845388508,3600.000771,80
5,218,scip,4,845556626,3600.001342,80
5,219,scip,0,834200000,3600.004385,381
5,219,scip,1,834200000,3600.002292,381
5,219,scip,2,834200000,3600.001163,381
5,219,scip,3,834200000,3600.00985,381
5,219,scip,4,834200000,3600.001497,381
5,220,scip,0,180900000,1.059878,14
5,220,scip,1,180900000,0.7020839999999999,14
5,220,scip,2,180900000,0.398549,14
5,220,scip,3,180900000,0.400886,14
5,220,scip,4,180900000,1.069355,14
5,221,scip,0,183292000,0.31670899999999996,2
5,221,scip,1,183225000,0.302651,2
5,221,scip,2,183166000,0.34940499999999997,2
5,221,scip,3,183300000,0.308147,2
5,221,scip,4,183309000,0.464465,2
5,222,scip,0,182106100,0.30072,0
5,222,scip,1,182130170,0.28892599999999996,0
5,222,scip,2,182144090,0.298255,0
5,222,scip,3,182086640,0.29015599999999997,0
5,222,scip,4,182147380,0.306894,0
5,223,scip,0,182451676,0.297249,0
5,223,scip,1,182536668,0.276607,0
5,223,scip,2,182484540,0.29886999999999997,0
5,223,scip,3,182478417,0.26422,0
5,223,scip,4,182487063,0.290788,0
5,224,scip,0,102200000,0.061983,38
5,224,scip,1,102200000,0.059427,38
5,224,scip,2,102200000,0.059433,38
5,224,scip,3,102200000,0.066272,38
5,224,scip,4,102200000,0.059423,38
5,225,scip,0,102106340,0.063668,6
5,225,scip,1,102166450,0.066956,6
5,225,scip,2,102139720,0.065286,6
5,225,scip,3,102204370,0.06769,6
5,225,scip,4,102192200,0.060364999999999995,6
5,226,scip,0,97058888,33.715781,6
5,226,scip,1,97183683,35.786256,6
5,226,scip,2,97278374,36.050029,6
5,226,scip,3,97178694,33.525497,6
5,226,scip,4,97221252,35.288403,6
5,227,scip,0,95433000,408.407057,8
5,227,scip,1,95307000,167.807594,8
5,227,scip,2,95349000,148.326637,8
5,227,scip,3,95290000,283.654389,8
5,227,scip,4,95379000,176.429419,8
5,228,scip,0,180800000,3.526245,84
5,228,scip,1,180800000,1.971708,84
5,228,scip,2,180800000,1.753659,84
5,228,scip,3,180800000,1.729225,84
5,228,scip,4,180800000,3.300262,84
5,229,scip,0,183258000,0.655987,10
5,229,scip,1,183258000,0.6833349999999999,10
5,229,scip,2,183258000,0.7557149999999999,10
5,229,scip,3,183258000,0.734464,10
5,229,scip,4,183258000,0.625458,10
5,230,scip,0,182250870,0.639575,5
5,230,scip,1,182250870,0.652122,5
5,230,scip,2,182250870,0.717386,5
5,230,scip,3,182250870,0.719687,5
5,230,scip,4,182250870,0.6785439999999999,5
5,231,scip,0,182716631,1.276992,10
5,231,scip,1,182716631,1.190477,10
5,231,scip,2,182725788,1.194974,10
5,231,scip,3,182716631,1.121843,10
5,231,scip,4,182725788,1.255891,10
5,232,scip,0,181100000,11.022326,296
5,232,scip,1,181100000,10.609768,296
5,232,scip,2,181100000,10.430953,296
5,232,scip,3,181100000,6.525561,296
5,232,scip,4,181100000,12.949451,296
5,233,scip,0,182347000,6.358098,99
5,233,scip,1,182357000,7.51123,99
5,233,scip,2,182376000,4.289009,99
5,233,scip,3,182398000,4.502994,99
5,233,scip,4,182387000,4.708899,99
5,234,scip,0,182461590,3.527555,93
5,234,scip,1,182461290,2.820885,93
5,234,scip,2,182461290,2.967155,93
5,234,scip,3,182461290,3.055383,93
5,234,scip,4,182461290,3.013963,93
5,235,scip,0,183235953,9.385047,105
5,235,scip,1,183235953,9.281479,105
5,235,scip,2,183236219,6.101918,105
5,235,scip,3,183235953,9.440462,105
5,235,scip,4,183236219,5.889194,105
5,236,scip,0,131900000,0.18257,22
5,236,scip,1,131900000,0.168478,22
5,236,scip,2,131900000,0.186071,22
5,236,scip,3,131900000,0.173359,22
5,236,scip,4,131900000,0.173785,22
5,237,scip,0,132488000,0.15772899999999998,1
5,237,scip,1,132524000,0.153144,1
5,237,scip,2,132587000,0.16086899999999998,1
5,237,scip,3,132502000,0.16122599999999998,1
5,237,scip,4,132580000,0.16835999999999998,1
5,238,scip,0,116337880,3600.008674,2
5,238,scip,1,116320330,3600.004951,2
5,238,scip,2,116199820,3600.011751,2
5,238,scip,3,116255350,3600.011435,2
5,238,scip,4,116347970,3600.007881,2
5,239,scip,0,116269825,3600.007733,1
5,239,scip,1,116201006,3600.003645,1
5,239,scip,2,116361475,3600.005631,1
5,239,scip,3,116235466,3600.0036,1
5,239,scip,4,116214282,3600.001934,1
5,240,scip,0,1303058000,32.147862,61
5,240,scip,1,1302510000,19.663917,61
5,240,scip,2,1302271000,26.450555,61
5,240,scip,3,1304268000,27.025822,61
5,240,scip,4,1303700000,30.285336,61
5,241,scip,0,1300329790,51.446495,46
5,241,scip,1,1300991270,23.956017,46
5,241,scip,2,1300468300,80.036997,46
5,241,scip,3,1300931120,53.384209,46
5,241,scip,4,1302048610,53.705785,46
5,242,scip,0,1288902215,3600.002773,59
5,242,scip,1,1289396316,3600.004351,59
5,242,scip,2,1289861327,3600.010576,59
5,242,scip,3,1289396318,3600.017363,59
5,242,scip,4,1289053401,3600.003539,59
5,243,scip,0,1269200000,3600.00148,353
5,243,scip,1,1269200000,3600.013887,353
5,243,scip,2,1269200000,3600.006115,353
5,243,scip,3,1269200000,3600.001636,353
5,243,scip,4,1269200000,3600.030856,353
5,244,scip,0,1242720106,467.989982,569
5,244,scip,1,1242708480,450.979072,569
5,244,scip,2,1242326480,252.136711,569
5,244,scip,3,1242231356,578.723885,569
5,244,scip,4,1242337563,272.360147,569
5,245,scip,0,1238519000,141.759121,577
5,245,scip,1,1238558000,112.605821,577
5,245,scip,2,1239065000,48.805995,577
5,245,scip,3,1238341000,87.907508,577
5,245,scip,4,1238428000,116.145822,577
5,246,scip,0,1224100000,3242.918221,1201
