bit_num,problem,mode,seed,Objective value,Solving time,num_generators
4,200,ortools_cp,0,922796170,20.483758219,137
4,200,ortools_cp,1,922796170,20.006588483,137
4,200,ortools_cp,2,922796170,21.304715257,137
4,200,ortools_cp,3,922796170,26.928831921,137
4,200,ortools_cp,4,922716740,20.695402826,137
4,201,ortools_cp,0,884668000,3600.3603880490004,148
4,201,ortools_cp,1,883881000,3600.767072993,148
4,201,ortools_cp,2,884123000,3600.3147718200003,148
4,201,ortools_cp,3,884733000,3600.4583131040004,148
4,201,ortools_cp,4,885435000,3600.478125987,148
4,202,ortools_cp,0,885394217,3600.239711615,160
4,202,ortools_cp,1,885474984,3600.2280664590003,160
4,202,ortools_cp,2,886250491,3600.22499087,160
4,202,ortools_cp,3,886070344,3600.395517757,160
4,202,ortools_cp,4,885475643,3600.599117959,160
4,203,ortools_cp,0,861900000,3600.870501546,192
4,203,ortools_cp,1,861900000,3600.8409670120004,192
4,203,ortools_cp,2,861900000,3600.506157922,192
4,203,ortools_cp,3,861900000,3600.534479161,192
4,203,ortools_cp,4,861900000,3607.384554752,192
4,204,ortools_cp,0,838828613,1812.075919655,626
4,204,ortools_cp,1,838878669,1841.715192887,626
4,204,ortools_cp,2,837711125,2210.180575831,626
4,204,ortools_cp,3,838199439,2265.3190980900004,626
4,204,ortools_cp,4,837885734,2090.9758994000003,626
4,205,ortools_cp,0,835149000,34.951169736000004,616
4,205,ortools_cp,1,836774000,48.061844654000005,616
4,205,ortools_cp,2,836173000,49.55898487,616
4,205,ortools_cp,3,836610000,45.239438734,616
4,205,ortools_cp,4,835713000,59.350064792000005,616
4,206,ortools_cp,0,837244650,1657.7637421650002,623
4,206,ortools_cp,1,836553650,1380.147770535,623
4,206,ortools_cp,2,837767090,1741.487933513,623
4,206,ortools_cp,3,836758460,1863.193659348,623
4,206,ortools_cp,4,836489620,1822.159235119,623
4,207,ortools_cp,0,818700000,3600.09534668,725
4,207,ortools_cp,1,818700000,3600.10411324,725
4,207,ortools_cp,2,818700000,3600.219394908,725
4,207,ortools_cp,3,818700000,3600.066070616,725
4,207,ortools_cp,4,818700000,3600.077987047,725
4,208,ortools_cp,0,1074775930,48.017410125000005,81
4,208,ortools_cp,1,1074775930,32.265161902,81
4,208,ortools_cp,2,1074775930,47.78364142,81
4,208,ortools_cp,3,1074775930,44.852890432,81
4,208,ortools_cp,4,1074776180,34.995368128,81
4,209,ortools_cp,0,1024249000,54.967492356,70
4,209,ortools_cp,1,1023942000,54.645080324000006,70
4,209,ortools_cp,2,1024012000,48.839095479,70
4,209,ortools_cp,3,1024043000,65.176748118,70
4,209,ortools_cp,4,1024024000,78.566962839,70
4,210,ortools_cp,0,1024799353,70.513251378,82
4,210,ortools_cp,1,1023777671,66.244988084,82
4,210,ortools_cp,2,1025754777,50.068681267,82
4,210,ortools_cp,3,1025197169,59.786777546,82
4,210,ortools_cp,4,1024906024,59.42099420700001,82
4,211,ortools_cp,0,975200000,3600.9053913380003,112
4,211,ortools_cp,1,975200000,3600.919739057,112
4,211,ortools_cp,2,975200000,3601.1101784680004,112
4,211,ortools_cp,3,975200000,3601.197252457,112
4,211,ortools_cp,4,975200000,3601.1574867880004,112
4,212,ortools_cp,0,1323287000,2150.039046481,82
4,212,ortools_cp,1,1324327000,1002.432382929,82
4,212,ortools_cp,2,1323346000,941.748467874,82
4,212,ortools_cp,3,1323503000,2120.4289727560003,82
4,212,ortools_cp,4,1324137000,604.963767866,82
4,213,ortools_cp,0,1322319520,1809.634455493,64
4,213,ortools_cp,1,1323399370,473.717471673,64
4,213,ortools_cp,2,1322482510,2852.730912671,64
4,213,ortools_cp,3,1322279210,824.6814387310001,64
4,213,ortools_cp,4,1322378730,1143.053991748,64
4,214,ortools_cp,0,1140000000,3601.081635579,61
4,214,ortools_cp,1,1140000000,3601.3845421540004,61
4,214,ortools_cp,2,1140000000,3621.036630782,61
4,214,ortools_cp,3,1140000000,3601.5883797740003,61
4,214,ortools_cp,4,1140000000,3601.1893424060004,61
4,215,ortools_cp,0,1157415485,3601.148967251,65
4,215,ortools_cp,1,1157415236,3606.874535833,65
4,215,ortools_cp,2,1158238921,3601.0388831170003,65
4,215,ortools_cp,3,1157392894,3602.8737121070003,65
4,215,ortools_cp,4,1156867209,3601.854723099,65
4,216,ortools_cp,0,875751790,3600.2085355860004,303
4,216,ortools_cp,1,876263490,3600.132531136,303
4,216,ortools_cp,2,873379200,3600.1357225720003,303
4,216,ortools_cp,3,877504370,3600.205076792,303
4,216,ortools_cp,4,875195390,3600.3341025080003,303
4,217,ortools_cp,0,855730000,3600.22583453,292
4,217,ortools_cp,1,855325000,3600.283348404,292
4,217,ortools_cp,2,855298000,3602.573210898,292
4,217,ortools_cp,3,854431000,3600.26097921,292
4,217,ortools_cp,4,855587000,3601.4081161090003,292
4,218,ortools_cp,0,851436716,3600.6267960090004,291
4,218,ortools_cp,1,852425199,3602.2785748240003,291
4,218,ortools_cp,2,851686547,3600.2875932630004,291
4,218,ortools_cp,3,851737032,3601.2406544200003,291
4,218,ortools_cp,4,850662128,3600.300158798,291
4,219,ortools_cp,0,834200000,3600.3603484920004,381
4,219,ortools_cp,1,834200000,3600.1592910510003,381
4,219,ortools_cp,2,834200000,3600.2716984840004,381
4,219,ortools_cp,3,834200000,3600.3113235160004,381
4,219,ortools_cp,4,834200000,3600.338647727,381
4,220,ortools_cp,0,180900000,1.431306183,8
4,220,ortools_cp,1,180900000,1.30142194,8
4,220,ortools_cp,2,180900000,1.384126377,8
4,220,ortools_cp,3,180900000,1.237764682,8
4,220,ortools_cp,4,180900000,1.437272574,8
4,221,ortools_cp,0,183936000,4.276960355,0
4,221,ortools_cp,1,183915000,1.187655092,0
4,221,ortools_cp,2,183719000,1.319278513,0
4,221,ortools_cp,3,184209000,4.249482192,0
4,221,ortools_cp,4,184238000,1.2015602120000002,0
4,222,ortools_cp,0,182822910,1.452280558,0
4,222,ortools_cp,1,182883490,3.438216712,0
4,222,ortools_cp,2,182882860,1.308485244,0
4,222,ortools_cp,3,182763700,1.438785745,0
4,222,ortools_cp,4,182828450,3.4919512970000004,0
4,223,ortools_cp,0,183390080,0.792603892,0
4,223,ortools_cp,1,183273670,0.961318222,0
4,223,ortools_cp,2,182916528,2.536618133,0
4,223,ortools_cp,3,183247775,0.781072607,0
4,223,ortools_cp,4,183291680,1.263427932,0
4,224,ortools_cp,0,102200000,0.2636095,38
4,224,ortools_cp,1,102200000,0.090901048,38
4,224,ortools_cp,2,102200000,0.109805564,38
4,224,ortools_cp,3,102200000,0.128116213,38
4,224,ortools_cp,4,102200000,0.26168440600000004,38
4,225,ortools_cp,0,102692430,0.105481812,26
4,225,ortools_cp,1,102815830,0.13972235600000002,26
4,225,ortools_cp,2,102837130,0.117089531,26
4,225,ortools_cp,3,102752110,0.272257123,26
4,225,ortools_cp,4,102661340,0.097321765,26
4,226,ortools_cp,0,97774864,111.591649503,27
4,226,ortools_cp,1,98025969,132.36649519600002,27
4,226,ortools_cp,2,98234919,0.5381156180000001,27
4,226,ortools_cp,3,97693714,95.995285223,27
4,226,ortools_cp,4,97795260,81.99137336700001,27
4,227,ortools_cp,0,96613000,291.806290272,32
4,227,ortools_cp,1,96368000,871.89049216,32
4,227,ortools_cp,2,96209000,251.579380978,32
4,227,ortools_cp,3,96476000,331.81834808,32
4,227,ortools_cp,4,96197000,288.029521137,32
4,228,ortools_cp,0,180800000,4.725899644,13
4,228,ortools_cp,1,180800000,5.008116743,13
4,228,ortools_cp,2,180800000,5.982487574,13
4,228,ortools_cp,3,180800000,3.853994168,13
4,228,ortools_cp,4,180800000,5.308181547,13
4,229,ortools_cp,0,183172000,5.618567243,13
4,229,ortools_cp,1,183110000,4.9872474360000005,13
4,229,ortools_cp,2,183381000,6.270556641000001,13
4,229,ortools_cp,3,183236000,5.447741435,13
4,229,ortools_cp,4,183322000,4.617059714000001,13
4,230,ortools_cp,0,182478060,5.321404517,5
4,230,ortools_cp,1,182598240,5.924077002000001,5
4,230,ortools_cp,2,182378710,4.967746326,5
4,230,ortools_cp,3,182512470,5.053149991000001,5
4,230,ortools_cp,4,182580310,5.896179126000001,5
4,231,ortools_cp,0,182457511,4.990851597000001,1
4,231,ortools_cp,1,182742663,6.329175236,1
4,231,ortools_cp,2,182735414,5.27432761,1
4,231,ortools_cp,3,182639107,5.7946781430000005,1
4,231,ortools_cp,4,182496546,5.897335203000001,1
4,232,ortools_cp,0,181100000,8.133594988,58
4,232,ortools_cp,1,181100000,9.652186345,58
4,232,ortools_cp,2,181100000,10.336067108,58
4,232,ortools_cp,3,181100000,9.861558209,58
4,232,ortools_cp,4,181100000,9.332272334,58
4,233,ortools_cp,0,182468000,9.38200338,36
4,233,ortools_cp,1,183575000,9.099677953,36
4,233,ortools_cp,2,183589000,9.521139851,36
4,233,ortools_cp,3,183516000,12.079907551000002,36
4,233,ortools_cp,4,182326000,10.462030484,36
4,234,ortools_cp,0,182349630,9.307818507,25
4,234,ortools_cp,1,183491470,9.371732525,25
4,234,ortools_cp,2,182160950,10.077349664,25
4,234,ortools_cp,3,182302700,9.727023561,25
4,234,ortools_cp,4,182347910,10.588254768,25
4,235,ortools_cp,0,183081851,11.013528148,53
4,235,ortools_cp,1,182836455,10.721748014,53
4,235,ortools_cp,2,183130064,8.231096039,53
4,235,ortools_cp,3,183415016,10.352763616,53
4,235,ortools_cp,4,183282877,9.800912782,53
4,236,ortools_cp,0,131900000,0.31264525000000004,22
4,236,ortools_cp,1,131900000,0.277580478,22
4,236,ortools_cp,2,131900000,0.290746502,22
4,236,ortools_cp,3,131900000,0.315001896,22
4,236,ortools_cp,4,131900000,0.31940645900000003,22
4,237,ortools_cp,0,133207000,0.33461323200000004,11
4,237,ortools_cp,1,132980000,0.310871076,11
4,237,ortools_cp,2,132918000,0.397909765,11
4,237,ortools_cp,3,133078000,0.280595617,11
4,237,ortools_cp,4,133189000,0.292649571,11
4,238,ortools_cp,0,116854680,3600.045407246,13
4,238,ortools_cp,1,116850760,3600.049715291,13
4,238,ortools_cp,2,116927790,3600.042031618,13
