bit_num,problem,mode,seed,Objective value,Solving time,num_generators
0,0,cp_no_symmetry,0,-1.285215e6,45.93132398,0
0,0,cp_no_symmetry,1,-1.285215e6,46.699096626000006,0
0,0,cp_no_symmetry,2,-1.285215e6,66.787867055,0
0,0,cp_no_symmetry,3,-1.285215e6,90.427071961,0
0,0,cp_no_symmetry,4,-1.285215e6,233.975530808,0
0,1,cp_no_symmetry,0,-1.169073e6,36.709349824,0
0,1,cp_no_symmetry,1,-1.169073e6,32.861380496,0
0,1,cp_no_symmetry,2,-1.169073e6,24.15587034,0
0,1,cp_no_symmetry,3,-1.169073e6,21.439963638,0
0,1,cp_no_symmetry,4,-1.169073e6,36.466117193,0
0,2,cp_no_symmetry,0,-1.1849e6,132.749170599,0
0,2,cp_no_symmetry,1,-1.1849e6,137.948672186,0
0,2,cp_no_symmetry,2,-1.1849e6,132.789012311,0
0,2,cp_no_symmetry,3,-1.1849e6,134.517923804,0
0,2,cp_no_symmetry,4,-1.1849e6,130.461789237,0
0,3,cp_no_symmetry,0,-1.966004e6,26.498120237,0
0,3,cp_no_symmetry,1,-1.966004e6,26.503298429,0
0,3,cp_no_symmetry,2,-1.966004e6,25.795120351,0
0,3,cp_no_symmetry,3,-1.966004e6,23.743978604,0
0,3,cp_no_symmetry,4,-1.966004e6,25.393409118,0
0,4,cp_no_symmetry,0,-1.200307e6,35.037329933,0
0,4,cp_no_symmetry,1,-1.200307e6,31.662970995,0
0,4,cp_no_symmetry,2,-1.200307e6,36.187802688000005,0
0,4,cp_no_symmetry,3,-1.200307e6,24.666482544,0
0,4,cp_no_symmetry,4,-1.200307e6,25.935597279000003,0
0,5,cp_no_symmetry,0,75507.0,1.515824097,0
0,5,cp_no_symmetry,1,75507.0,1.422085886,0
0,5,cp_no_symmetry,2,75507.0,1.44786474,0
0,5,cp_no_symmetry,3,75507.0,1.333153355,0
0,5,cp_no_symmetry,4,75507.0,1.496287946,0
0,6,cp_no_symmetry,0,612913.0,0.630255601,0
0,6,cp_no_symmetry,1,612913.0,0.6401956870000001,0
0,6,cp_no_symmetry,2,612913.0,0.5839410230000001,0
0,6,cp_no_symmetry,3,612913.0,0.6047344010000001,0
0,6,cp_no_symmetry,4,612913.0,0.5951467380000001,0
0,7,cp_no_symmetry,0,-3.923806e6,3600.093128686,0
0,7,cp_no_symmetry,1,-3.923806e6,3600.089279143,0
0,7,cp_no_symmetry,2,-3.923806e6,3600.500838719,0
0,7,cp_no_symmetry,3,-3.923806e6,3600.0651091060004,0
0,7,cp_no_symmetry,4,-3.923806e6,3600.753835461,0
0,8,cp_no_symmetry,0,Inf,3600.1,0
0,8,cp_no_symmetry,1,Inf,3600.1,0
0,8,cp_no_symmetry,2,Inf,3600.1,0
0,8,cp_no_symmetry,3,Inf,3600.1,0
0,8,cp_no_symmetry,4,Inf,3600.1,0
0,9,cp_no_symmetry,0,Inf,3600.1,0
0,9,cp_no_symmetry,1,Inf,3600.1,0
0,9,cp_no_symmetry,2,Inf,3600.1,0
0,9,cp_no_symmetry,3,Inf,3600.1,0
0,9,cp_no_symmetry,4,Inf,3600.1,0
0,10,cp_no_symmetry,0,-1.2414004e7,3600.1963840910003,0
0,10,cp_no_symmetry,1,-1.2414004e7,3601.454610947,0
0,10,cp_no_symmetry,2,-1.2414004e7,2521.6012419070003,0
0,10,cp_no_symmetry,3,-1.2414004e7,3600.16597442,0
0,10,cp_no_symmetry,4,-1.2414004e7,3600.216970681,0
0,11,cp_no_symmetry,0,-6.165592e6,3600.941808155,0
0,11,cp_no_symmetry,1,-6.172673e6,3600.767367327,0
0,11,cp_no_symmetry,2,-6.153406e6,3600.758110602,0
0,11,cp_no_symmetry,3,-6.139334e6,3600.822348558,0
0,11,cp_no_symmetry,4,-6.155848e6,3600.6344641600003,0
0,12,cp_no_symmetry,0,1.474504e6,3600.3474006310003,0
0,12,cp_no_symmetry,1,1.474504e6,3600.787680065,0
0,12,cp_no_symmetry,2,1.474504e6,3603.950661119,0
0,12,cp_no_symmetry,3,1.474504e6,3603.510362556,0
0,12,cp_no_symmetry,4,1.474504e6,3604.544797342,0
0,13,cp_no_symmetry,0,528932.0,3602.912649648,0
0,13,cp_no_symmetry,1,898928.0,3603.668298702,0
0,13,cp_no_symmetry,2,778029.0,3605.165582872,0
0,13,cp_no_symmetry,3,732710.0,3603.966702699,0
0,13,cp_no_symmetry,4,904547.0,3603.076535459,0
0,14,cp_no_symmetry,0,900568.0,3600.9707499530004,0
0,14,cp_no_symmetry,1,1.027346e6,3601.721034944,0
0,14,cp_no_symmetry,2,1.041087e6,3601.522276769,0
0,14,cp_no_symmetry,3,844824.0,3601.086410836,0
0,14,cp_no_symmetry,4,990343.0,3600.7292436710004,0
0,15,cp_no_symmetry,0,91440.0,3600.456726799,0
0,15,cp_no_symmetry,1,91853.0,3600.4024690670003,0
0,15,cp_no_symmetry,2,91440.0,3219.8783065810003,0
0,15,cp_no_symmetry,3,91853.0,3610.304922813,0
0,15,cp_no_symmetry,4,92725.0,3602.202416004,0
0,16,cp_no_symmetry,0,203907.0,17.053511708000002,0
0,16,cp_no_symmetry,1,203907.0,22.217381165000003,0
0,16,cp_no_symmetry,2,203907.0,14.731947658,0
0,16,cp_no_symmetry,3,203907.0,17.097589881,0
0,16,cp_no_symmetry,4,203907.0,14.855793842,0
0,19,cp_no_symmetry,0,-1.76967663e8,3.474505622,0
0,19,cp_no_symmetry,1,-1.76967663e8,3.512077023,0
0,19,cp_no_symmetry,2,-1.76967663e8,2.594539445,0
0,19,cp_no_symmetry,3,-1.76967663e8,2.500273768,0
0,19,cp_no_symmetry,4,-1.76967663e8,2.6892354380000003,0
0,20,cp_no_symmetry,0,-2.12908642e8,17.652677983,0
0,20,cp_no_symmetry,1,-2.12908642e8,26.525897401,0
0,20,cp_no_symmetry,2,-2.12908642e8,21.837327614000003,0
0,20,cp_no_symmetry,3,-2.12908642e8,21.147693823,0
0,20,cp_no_symmetry,4,-2.12908642e8,20.550771213,0
0,21,cp_no_symmetry,0,52200.0,3.554144877,0
0,21,cp_no_symmetry,1,52200.0,13.652542558,0
0,21,cp_no_symmetry,2,52200.0,10.651451297,0
0,21,cp_no_symmetry,3,52200.0,3.725029798,0
0,21,cp_no_symmetry,4,52200.0,4.009460819,0
0,22,cp_no_symmetry,0,52200.0,21.596443166,0
0,22,cp_no_symmetry,1,52200.0,32.291254937000005,0
0,22,cp_no_symmetry,2,52200.0,24.284996915,0
0,22,cp_no_symmetry,3,52200.0,23.769230317,0
0,22,cp_no_symmetry,4,52200.0,34.175053107000004,0
0,23,cp_no_symmetry,0,35954.0,0.7820575750000001,0
0,23,cp_no_symmetry,1,35954.0,0.689121867,0
0,23,cp_no_symmetry,2,35954.0,0.564639815,0
0,23,cp_no_symmetry,3,35954.0,0.7556977720000001,0
0,23,cp_no_symmetry,4,35954.0,0.494546937,0
0,24,cp_no_symmetry,0,320756.0,0.823424652,0
0,24,cp_no_symmetry,1,320756.0,1.1230284460000002,0
0,24,cp_no_symmetry,2,320756.0,0.740109879,0
0,24,cp_no_symmetry,3,320756.0,0.903710869,0
0,24,cp_no_symmetry,4,320756.0,0.67024519,0
0,25,cp_no_symmetry,0,27947.0,3600.1716134470003,0
0,25,cp_no_symmetry,1,27947.0,3600.0725944520004,0
0,25,cp_no_symmetry,2,27909.0,3600.127547292,0
0,25,cp_no_symmetry,3,27976.0,3600.0481576370003,0
0,25,cp_no_symmetry,4,27952.0,3600.0427188350004,0
0,26,cp_no_symmetry,0,7.137989e6,3600.0907623750004,0
0,26,cp_no_symmetry,1,7.251588e6,3600.069494321,0
0,26,cp_no_symmetry,2,7.086571e6,3600.1367412960003,0
0,26,cp_no_symmetry,3,7.23007e6,3600.113404434,0
0,26,cp_no_symmetry,4,7.400635e6,3600.1502658010004,0
0,27,cp_no_symmetry,0,0.0,21.968755278,0
0,27,cp_no_symmetry,1,0.0,26.120264863000003,0
0,27,cp_no_symmetry,2,0.0,23.070701945,0
0,27,cp_no_symmetry,3,0.0,26.227009073,0
0,27,cp_no_symmetry,4,0.0,28.119716523,0
0,28,cp_no_symmetry,0,6.268496e6,0.425821826,0
0,28,cp_no_symmetry,1,6.268496e6,0.4817611650000001,0
0,28,cp_no_symmetry,2,6.268496e6,0.410337934,0
0,28,cp_no_symmetry,3,6.268496e6,0.442048396,0
0,28,cp_no_symmetry,4,6.268496e6,0.527262243,0
0,29,cp_no_symmetry,0,1.854984e6,118.886716028,0
0,29,cp_no_symmetry,1,1.854984e6,79.872743162,0
0,29,cp_no_symmetry,2,1.854984e6,178.249060492,0
0,29,cp_no_symmetry,3,1.854984e6,218.703070038,0
0,29,cp_no_symmetry,4,1.854984e6,110.17313209,0
0,30,cp_no_symmetry,0,25468.0,172.467900676,0
0,30,cp_no_symmetry,1,25468.0,153.85257783900002,0
0,30,cp_no_symmetry,2,25468.0,111.742906083,0
0,30,cp_no_symmetry,3,25468.0,84.31250899700001,0
0,30,cp_no_symmetry,4,25468.0,94.509889576,0
0,31,cp_no_symmetry,0,0.0,7.843234007,0
0,31,cp_no_symmetry,1,0.0,11.928808121,0
0,31,cp_no_symmetry,2,0.0,4.102830799,0
0,31,cp_no_symmetry,3,0.0,5.709399426,0
0,31,cp_no_symmetry,4,0.0,6.398644529,0
0,32,cp_no_symmetry,0,0.0,7.382180701,0
0,32,cp_no_symmetry,1,0.0,7.420675657,0
0,32,cp_no_symmetry,2,0.0,8.326545645000001,0
0,32,cp_no_symmetry,3,0.0,6.416049125000001,0
0,32,cp_no_symmetry,4,0.0,3.2613140040000004,0
0,33,cp_no_symmetry,0,7.370978e6,1839.52311835,0
0,33,cp_no_symmetry,1,7.370978e6,1116.467969201,0
