bit_num,problem,mode,seed,Objective value,Primal-Dual Gap,Solving time,Presolving time,num_generators
0,200,scip_no_symmetry,0,909363660,0.0,16.181417,1.666379,0
0,200,scip_no_symmetry,1,909363660,0.0,16.49832,1.713356,0
0,200,scip_no_symmetry,2,909363660,0.0,16.139998,1.665371,0
0,200,scip_no_symmetry,3,909363660,0.0,16.532661,1.717165,0
0,200,scip_no_symmetry,4,909363660,0.0,16.661665,1.726138,0
0,201,scip_no_symmetry,0,872129000,0.000588092740990491,3600.008351,1.479051,0
0,201,scip_no_symmetry,1,872129000,0.0005891996967570898,3600.041606,1.704628,0
0,201,scip_no_symmetry,2,872136000,0.0005962342518687086,3600.00515,1.51883,0
0,201,scip_no_symmetry,3,872127000,0.000585888108186257,3600.002528,1.703579,0
0,201,scip_no_symmetry,4,872137000,0.0005979794518598859,3600.002283,1.56142,0
0,202,scip_no_symmetry,0,872436263,0.0005973522494042478,3600.015227,1.706,0
0,202,scip_no_symmetry,1,872435585,0.0005968723965223186,3600.021944,1.568801,0
0,202,scip_no_symmetry,2,872431886,0.0005923910414687474,3600.030621,1.738649,0
0,202,scip_no_symmetry,3,872433327,0.0005942633524919167,3600.009163,1.598177,0
0,202,scip_no_symmetry,4,872436469,0.0005976190602853468,3600.002316,1.518149,0
0,203,scip_no_symmetry,0,861900000,0.0004276349952045612,3600.002041,1.588569,0
0,203,scip_no_symmetry,1,861900000,0.0004276349952042843,3600.001211,1.787237,0
0,203,scip_no_symmetry,2,861900000,0.0004276349952045612,3600.003299,1.778684,0
0,203,scip_no_symmetry,3,861900000,0.0004276349952045612,3600.002269,1.7540399999999998,0
0,203,scip_no_symmetry,4,861900000,0.0004276349952045612,3600.002384,1.748703,0
0,204,scip_no_symmetry,0,826111840,0.0,2188.988884,0.251492,0
0,204,scip_no_symmetry,1,826111840,0.0,2110.245235,0.234146,0
0,204,scip_no_symmetry,2,826111840,0.0,3078.883923,0.5769299999999999,0
0,204,scip_no_symmetry,3,826111840,0.0,2753.563055,0.5351699999999999,0
0,204,scip_no_symmetry,4,826111840,0.0,2213.758044,0.6390129999999999,0
0,205,scip_no_symmetry,0,823685000,0.0,763.806214,0.20418,0
0,205,scip_no_symmetry,1,823685000,0.0,655.76344,0.267709,0
0,205,scip_no_symmetry,2,823685000,0.0,760.082774,0.550561,0
0,205,scip_no_symmetry,3,823685000,0.0,698.176831,0.212635,0
0,205,scip_no_symmetry,4,823685000,0.0,635.803374,0.5198849999999999,0
0,206,scip_no_symmetry,0,824353500,0.0,2166.386103,0.587807,0
0,206,scip_no_symmetry,1,824353500,0.0,2023.363268,0.575961,0
0,206,scip_no_symmetry,2,824353500,0.0,2595.176356,0.625838,0
0,206,scip_no_symmetry,3,824353500,0.0,1969.880018,0.536029,0
0,206,scip_no_symmetry,4,824353500,0.0,1907.117316,0.5524009999999999,0
0,207,scip_no_symmetry,0,818700000,0.0010869122182519087,3600.000789,0.5471659999999999,0
0,207,scip_no_symmetry,1,818700000,0.0010869122182520544,3600.001919,0.507477,0
0,207,scip_no_symmetry,2,818700000,0.0010869122182519087,3600.001188,0.6191249999999999,0
0,207,scip_no_symmetry,3,818700000,0.0010869122182519087,3600.001232,0.560753,0
0,207,scip_no_symmetry,4,818700000,0.0010869122182519087,3600.000643,0.486621,0
0,208,scip_no_symmetry,0,1060355050,0.0,99.064182,3.704079,0
0,208,scip_no_symmetry,1,1060355050,0.0,99.191557,3.838676,0
0,208,scip_no_symmetry,2,1060355050,0.0,99.622705,3.918964,0
0,208,scip_no_symmetry,3,1060355050,0.0,99.385291,3.870805,0
0,208,scip_no_symmetry,4,1060355050,0.0,108.417745,4.692251,0
0,209,scip_no_symmetry,0,1009835000,0.0,87.228948,4.66844,0
0,209,scip_no_symmetry,1,1009835000,0.0,57.890405,3.602455,0
0,209,scip_no_symmetry,2,1009835000,0.0,71.696352,3.749813,0
0,209,scip_no_symmetry,3,1009835000,0.0,57.969033,3.795785,0
0,209,scip_no_symmetry,4,1009835000,0.0,83.004505,4.72534,0
0,210,scip_no_symmetry,0,1010353177,2.201684587379935e-6,3600.006032,24.648212,0
0,210,scip_no_symmetry,1,1010351888,9.245465512908768e-7,3600.001842,20.482594,0
0,210,scip_no_symmetry,2,1010353884,2.8812864325344818e-6,3600.006883,23.304671,0
0,210,scip_no_symmetry,3,1010353309,2.3553104175634655e-6,3600.006056,41.057814,0
0,210,scip_no_symmetry,4,1010353808,2.868196211790796e-6,3600.033979,40.512113,0
0,211,scip_no_symmetry,0,975200000,0.00034192710114207736,3600.082815,10.297851,0
0,211,scip_no_symmetry,1,975200000,0.00034192710114207736,3600.039194,10.402167,0
0,211,scip_no_symmetry,2,975200000,0.00034192710114207736,3600.011359,3.831703,0
0,211,scip_no_symmetry,3,975200000,0.00034192710114207736,3600.003644,3.6269,0
0,211,scip_no_symmetry,4,975200000,0.00034192710114207736,3600.015603,3.821576,0
0,212,scip_no_symmetry,0,1310567000,0.0,156.825927,8.454272,0
0,212,scip_no_symmetry,1,1310567000,0.0,293.455326,8.808938,0
0,212,scip_no_symmetry,2,1310567000,0.0,244.964003,8.81244,0
0,212,scip_no_symmetry,3,1310567000,0.0,215.066691,8.432564,0
0,212,scip_no_symmetry,4,1310567000,0.0,209.411958,8.575313,0
0,213,scip_no_symmetry,0,1310000060,0.0,409.820709,8.182454,0
0,213,scip_no_symmetry,1,1310000060,0.0,430.007985,8.556114,0
0,213,scip_no_symmetry,2,1310000060,0.0,434.641165,8.694472,0
0,213,scip_no_symmetry,3,1310000060,0.0,433.458989,8.693528,0
0,213,scip_no_symmetry,4,1310000060,0.0,394.295491,8.327576,0
0,214,scip_no_symmetry,0,1140000000,0.0005851375073140794,3600.120795,8.25167,0
0,214,scip_no_symmetry,1,1140000000,0.0005851375073140794,3600.025136,10.101012,0
0,214,scip_no_symmetry,2,1140000000,0.0005851375073142887,3600.012832,9.767137,0
0,214,scip_no_symmetry,3,1140000000,0.0005851375073140794,3600.075866,9.919282,0
0,214,scip_no_symmetry,4,1140000000,0.0005851375073140794,3600.108076,10.003492,0
0,215,scip_no_symmetry,0,1144633978,0.0005862645743374889,3600.093765,10.097264,0
0,215,scip_no_symmetry,1,1144632597,0.00058508915858934,3600.249181,25.674525,0
0,215,scip_no_symmetry,2,1144632893,0.0005853487428237578,3600.041602,8.872043,0
0,215,scip_no_symmetry,3,1144634416,0.0005866686368335912,3600.036112,8.292995,0
0,215,scip_no_symmetry,4,1144632643,0.000585127371076681,3600.013579,11.681107,0
0,216,scip_no_symmetry,0,860917550,0.0,1175.557127,1.142938,0
0,216,scip_no_symmetry,1,860917550,0.0,1360.642164,0.7265769999999999,0
0,216,scip_no_symmetry,2,860917550,0.0,1382.493142,0.668682,0
0,216,scip_no_symmetry,3,860917550,0.00041381665828792743,3600.00671,0.723368,0
0,216,scip_no_symmetry,4,860917550,0.0,1425.388646,0.7118869999999999,0
0,217,scip_no_symmetry,0,842405000,0.0008523347999982215,3600.009961,0.720221,0
0,217,scip_no_symmetry,1,842393000,0.0008397868030270722,3600.004649,0.743587,0
0,217,scip_no_symmetry,2,842408000,0.0008585185292763933,3600.001654,0.742333,0
0,217,scip_no_symmetry,3,842407000,0.0008597040077252291,3600.001647,0.723795,0
0,217,scip_no_symmetry,4,842396000,0.000843586111840067,3600.010219,0.652446,0
