bit_num,problem,mode,seed,Objective value,Primal-Dual Gap,Solving time,Presolving time,num_generators
3,200,scip_no_symmetry,0,944978200,0.0,84.69129,4.215213,0
3,200,scip_no_symmetry,1,946075400,0.0,23.411496,1.559877,0
3,200,scip_no_symmetry,2,945333020,0.0,69.639837,4.21736,0
3,200,scip_no_symmetry,3,946708000,0.0,24.169299,1.6719499999999998,0
3,200,scip_no_symmetry,4,945622600,0.0,86.873877,4.188757,0
3,201,scip_no_symmetry,0,906506000,0.0005618428445300586,3600.0063,4.230436,0
3,201,scip_no_symmetry,1,906360000,0.0005618428445300586,3600.007568,4.199662,0
3,201,scip_no_symmetry,2,905294000,0.0005618428445300586,3600.005246,1.450478,0
3,201,scip_no_symmetry,3,905899000,0.0005618428445300586,3600.011742,4.283826,0
3,201,scip_no_symmetry,4,907568000,0.0005618428445300586,3600.002813,2.234933,0
3,202,scip_no_symmetry,0,909707388,0.0005585254926992739,3600.018358,2.334888,0
3,202,scip_no_symmetry,1,908389889,0.0005585254926992739,3600.004154,2.177527,0
3,202,scip_no_symmetry,2,907841068,0.0005585254926992739,3600.085847,1.499357,0
3,202,scip_no_symmetry,3,907547574,0.0005585254926992739,3600.034093,1.491153,0
3,202,scip_no_symmetry,4,908117605,0.0005585254926992739,3600.002112,1.599462,0
3,203,scip_no_symmetry,0,917600000,0.0004049586776859128,3600.010276,1.656812,0
3,203,scip_no_symmetry,1,918900000,0.0004049586776859128,3600.005125,1.36797,0
3,203,scip_no_symmetry,2,921200000,0.0004049586776859128,3600.021138,1.623161,0
3,203,scip_no_symmetry,3,918500000,0.0004049586776859128,3600.029669,1.505805,0
3,203,scip_no_symmetry,4,920700000,0.0004049586776859128,3600.001258,1.44762,0
3,204,scip_no_symmetry,0,860910016,0.0008233221491365017,3600.000572,0.581754,0
3,204,scip_no_symmetry,1,861595594,0.0,2654.34906,0.566962,0
3,204,scip_no_symmetry,2,860473442,0.0,1038.506134,1.062062,0
3,204,scip_no_symmetry,3,862519740,0.0,3072.643311,0.52617,0
3,204,scip_no_symmetry,4,861042767,0.0004867472012035448,3600.001294,0.525697,0
3,205,scip_no_symmetry,0,858644000,0.0,98.129207,0.239152,0
3,205,scip_no_symmetry,1,858530000,0.0,211.712856,0.239289,0
3,205,scip_no_symmetry,2,858089000,0.0,41.751518,0.243096,0
3,205,scip_no_symmetry,3,857251000,0.0,91.936174,0.240506,0
3,205,scip_no_symmetry,4,856442000,0.0,143.903883,0.383421,0
3,206,scip_no_symmetry,0,861162860,0.0,892.09438,0.569016,0
3,206,scip_no_symmetry,1,857320840,0.0,903.763439,1.082783,0
3,206,scip_no_symmetry,2,858728580,0.0,1858.329608,0.692081,0
3,206,scip_no_symmetry,3,857759940,0.0,1886.441375,0.709231,0
3,206,scip_no_symmetry,4,861719320,0.0,1675.392905,0.791021,0
3,207,scip_no_symmetry,0,877700000,0.0010237659963437595,3600.000545,0.543982,0
3,207,scip_no_symmetry,1,876400000,0.0010237659963437595,3600.00416,0.964341,0
3,207,scip_no_symmetry,2,878200000,0.0010237659963437595,3600.000852,0.5300619999999999,0
3,207,scip_no_symmetry,3,876600000,0.0010237659963437595,3600.00077,0.6047279999999999,0
3,207,scip_no_symmetry,4,878400000,0.0010237659963437595,3600.000844,0.8373379999999999,0
3,208,scip_no_symmetry,0,1094115440,0.0,218.747468,3.713017,0
3,208,scip_no_symmetry,1,1098225990,0.0,190.648052,3.859951,0
3,208,scip_no_symmetry,2,1094376610,0.0,161.517862,4.153513,0
3,208,scip_no_symmetry,3,1096198090,0.0,160.420816,5.014895,0
3,208,scip_no_symmetry,4,1095386750,0.0,149.375735,3.68457,0
3,209,scip_no_symmetry,0,1047444000,0.0,184.871334,4.320149,0
3,209,scip_no_symmetry,1,1046788000,0.0,279.017183,3.624508,0
3,209,scip_no_symmetry,2,1046316000,0.0,336.197489,3.831312,0
3,209,scip_no_symmetry,3,1044289000,0.0,241.386277,3.84421,0
3,209,scip_no_symmetry,4,1045811000,0.0,381.613173,3.772585,0
3,210,scip_no_symmetry,0,1047490613,0.0,443.412471,3.967755,0
3,210,scip_no_symmetry,1,1047194312,0.0,161.74811,3.5624469999999997,0
3,210,scip_no_symmetry,2,1047001847,0.0,188.505277,4.024469,0
3,210,scip_no_symmetry,3,1047422009,0.0,260.381199,3.83363,0
3,210,scip_no_symmetry,4,1044714160,0.0,235.869418,3.998103,0
3,211,scip_no_symmetry,0,1033900000,0.0003255813953487949,3600.235278,10.399284,0
3,211,scip_no_symmetry,1,1032500000,0.0003255813953487949,3600.024177,3.721213,0
3,211,scip_no_symmetry,2,1031400000,0.0003255813953487949,3600.034905,3.703904,0
3,211,scip_no_symmetry,3,1030800000,0.0003255813953487949,3600.023239,3.634823,0
3,211,scip_no_symmetry,4,1031700000,0.0003255813953487949,3600.056145,3.683176,0
3,212,scip_no_symmetry,0,1346697000,0.0,500.436647,8.412732,0
3,212,scip_no_symmetry,1,1346097000,0.0,696.946964,8.161955,0
3,212,scip_no_symmetry,2,1348623000,0.0,816.445803,10.891743,0
3,212,scip_no_symmetry,3,1347281000,0.0,622.40074,8.481373,0
3,212,scip_no_symmetry,4,1347077000,0.0,496.114175,8.296774,0
3,213,scip_no_symmetry,0,1346133580,0.0,529.531259,8.343005,0
3,213,scip_no_symmetry,1,1346487500,0.0,907.372545,8.605857,0
3,213,scip_no_symmetry,2,1345843310,0.0,2661.423485,24.353062,0
3,213,scip_no_symmetry,3,1346198700,0.0,515.829505,8.41506,0
3,213,scip_no_symmetry,4,1345635760,0.0,568.684569,8.174121,0
3,214,scip_no_symmetry,0,1197700000,0.0005600000000001456,3600.049515,8.122828,0
3,214,scip_no_symmetry,1,1196900000,0.0005600000000001456,3600.28029,8.488479,0
3,214,scip_no_symmetry,2,1196000000,0.0005600000000001456,3600.322056,8.362987,0
3,214,scip_no_symmetry,3,1197900000,0.0005600000000001456,3600.00728,8.563393,0
3,214,scip_no_symmetry,4,1196500000,0.0005600000000001456,3600.014856,8.602542,0
3,215,scip_no_symmetry,0,1181127159,0.0005706134094150471,3600.015822,7.978766,0
3,215,scip_no_symmetry,1,1182321865,0.0005706134094150471,3600.075326,8.208874,0
3,215,scip_no_symmetry,2,1181728177,0.0005706134094149359,3600.140224,8.345746,0
3,215,scip_no_symmetry,3,1197830552,0.0142653352353784,3602.468983,23.595627,0
3,215,scip_no_symmetry,4,1199329008,0.0142653352353784,3600.18842,23.621747,0
3,216,scip_no_symmetry,0,896979430,0.00043050099553360114,3600.004078,3.789187,0
3,216,scip_no_symmetry,1,896024740,0.00043050099553345423,3600.02554,10.495082,0
3,216,scip_no_symmetry,2,897019100,0.00043050099553360114,3600.002024,1.744375,0
